PokeID,Rank,Pokemon,Type,Metric,Values,Icon,Details Link,Data As On
P1016,13,Weedle,Bug,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/weedle.png,https://pokemondb.net/pokedex/weedle,2024-09-01 23:45:28
P1016,13,Weedle,Poison,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/weedle.png,https://pokemondb.net/pokedex/weedle,2024-09-01 23:45:28
P1017,14,Kakuna,Bug,HP,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/kakuna.png,https://pokemondb.net/pokedex/kakuna,2024-09-01 23:45:28
P1017,14,Kakuna,Poison,HP,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/kakuna.png,https://pokemondb.net/pokedex/kakuna,2024-09-01 23:45:28
P1018,15,Beedrill,Bug,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/beedrill.png,https://pokemondb.net/pokedex/beedrill,2024-09-01 23:45:28
P1018,15,Beedrill,Poison,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/beedrill.png,https://pokemondb.net/pokedex/beedrill,2024-09-01 23:45:28
P1019,15,Beedrill (Mega Beedrill),Bug,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/beedrill-mega.png,https://pokemondb.net/pokedex/beedrill,2024-09-01 23:45:28
P1019,15,Beedrill (Mega Beedrill),Poison,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/beedrill-mega.png,https://pokemondb.net/pokedex/beedrill,2024-09-01 23:45:28
P1020,16,Pidgey,Normal,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgey.png,https://pokemondb.net/pokedex/pidgey,2024-09-01 23:45:28
P1020,16,Pidgey,Flying,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgey.png,https://pokemondb.net/pokedex/pidgey,2024-09-01 23:45:28
P1021,17,Pidgeotto,Normal,HP,63,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeotto.png,https://pokemondb.net/pokedex/pidgeotto,2024-09-01 23:45:28
P1021,17,Pidgeotto,Flying,HP,63,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeotto.png,https://pokemondb.net/pokedex/pidgeotto,2024-09-01 23:45:28
P1022,18,Pidgeot,Normal,HP,83,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeot.png,https://pokemondb.net/pokedex/pidgeot,2024-09-01 23:45:28
P1022,18,Pidgeot,Flying,HP,83,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeot.png,https://pokemondb.net/pokedex/pidgeot,2024-09-01 23:45:28
P1023,18,Pidgeot (Mega Pidgeot),Normal,HP,83,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeot-mega.png,https://pokemondb.net/pokedex/pidgeot,2024-09-01 23:45:28
P1023,18,Pidgeot (Mega Pidgeot),Flying,HP,83,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeot-mega.png,https://pokemondb.net/pokedex/pidgeot,2024-09-01 23:45:28
P1024,19,Rattata,Normal,HP,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/rattata.png,https://pokemondb.net/pokedex/rattata,2024-09-01 23:45:28
P1025,19,Rattata (Alolan Rattata),Dark,HP,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/rattata-alolan.png,https://pokemondb.net/pokedex/rattata,2024-09-01 23:45:28
P1025,19,Rattata (Alolan Rattata),Normal,HP,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/rattata-alolan.png,https://pokemondb.net/pokedex/rattata,2024-09-01 23:45:28
P1026,20,Raticate,Normal,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/raticate.png,https://pokemondb.net/pokedex/raticate,2024-09-01 23:45:28
P1027,20,Raticate (Alolan Raticate),Dark,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/raticate-alolan.png,https://pokemondb.net/pokedex/raticate,2024-09-01 23:45:28
P1027,20,Raticate (Alolan Raticate),Normal,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/raticate-alolan.png,https://pokemondb.net/pokedex/raticate,2024-09-01 23:45:28
P1028,21,Spearow,Normal,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/spearow.png,https://pokemondb.net/pokedex/spearow,2024-09-01 23:45:28
P1028,21,Spearow,Flying,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/spearow.png,https://pokemondb.net/pokedex/spearow,2024-09-01 23:45:28
P1029,22,Fearow,Normal,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/fearow.png,https://pokemondb.net/pokedex/fearow,2024-09-01 23:45:28
P1029,22,Fearow,Flying,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/fearow.png,https://pokemondb.net/pokedex/fearow,2024-09-01 23:45:28
P1030,23,Ekans,Poison,HP,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/ekans.png,https://pokemondb.net/pokedex/ekans,2024-09-01 23:45:28
P1031,24,Arbok,Poison,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/arbok.png,https://pokemondb.net/pokedex/arbok,2024-09-01 23:45:28
P1032,25,Pikachu,Electric,HP,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu.png,https://pokemondb.net/pokedex/pikachu,2024-09-01 23:45:28
P1033,25,Pikachu (Partner Pikachu),Electric,HP,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu-lets-go.png,https://pokemondb.net/pokedex/pikachu,2024-09-01 23:45:28
P1034,26,Raichu,Electric,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu.png,https://pokemondb.net/pokedex/raichu,2024-09-01 23:45:28
P1035,26,Raichu (Alolan Raichu),Electric,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu-alolan.png,https://pokemondb.net/pokedex/raichu,2024-09-01 23:45:28
P1035,26,Raichu (Alolan Raichu),Psychic,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu-alolan.png,https://pokemondb.net/pokedex/raichu,2024-09-01 23:45:28
P1036,27,Sandshrew,Ground,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew.png,https://pokemondb.net/pokedex/sandshrew,2024-09-01 23:45:28
P1037,27,Sandshrew (Alolan Sandshrew),Ice,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew-alolan.png,https://pokemondb.net/pokedex/sandshrew,2024-09-01 23:45:28
P1037,27,Sandshrew (Alolan Sandshrew),Steel,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew-alolan.png,https://pokemondb.net/pokedex/sandshrew,2024-09-01 23:45:28
P1038,28,Sandslash,Ground,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash.png,https://pokemondb.net/pokedex/sandslash,2024-09-01 23:45:28
P1039,28,Sandslash (Alolan Sandslash),Ice,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash-alolan.png,https://pokemondb.net/pokedex/sandslash,2024-09-01 23:45:28
P1039,28,Sandslash (Alolan Sandslash),Steel,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash-alolan.png,https://pokemondb.net/pokedex/sandslash,2024-09-01 23:45:28
P1040,29,Nidoran♀,Poison,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoran-f.png,https://pokemondb.net/pokedex/nidoran-f,2024-09-01 23:45:28
P1041,30,Nidorina,Poison,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidorina.png,https://pokemondb.net/pokedex/nidorina,2024-09-01 23:45:28
P1042,31,Nidoqueen,Poison,HP,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoqueen.png,https://pokemondb.net/pokedex/nidoqueen,2024-09-01 23:45:28
P1042,31,Nidoqueen,Ground,HP,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoqueen.png,https://pokemondb.net/pokedex/nidoqueen,2024-09-01 23:45:28
P1043,32,Nidoran♂,Poison,HP,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoran-m.png,https://pokemondb.net/pokedex/nidoran-m,2024-09-01 23:45:28
P1044,33,Nidorino,Poison,HP,61,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidorino.png,https://pokemondb.net/pokedex/nidorino,2024-09-01 23:45:28
P1045,34,Nidoking,Poison,HP,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoking.png,https://pokemondb.net/pokedex/nidoking,2024-09-01 23:45:28
P1045,34,Nidoking,Ground,HP,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoking.png,https://pokemondb.net/pokedex/nidoking,2024-09-01 23:45:28
P1046,35,Clefairy,Fairy,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/clefairy.png,https://pokemondb.net/pokedex/clefairy,2024-09-01 23:45:28
P1047,36,Clefable,Fairy,HP,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/clefable.png,https://pokemondb.net/pokedex/clefable,2024-09-01 23:45:28
P1048,37,Vulpix,Fire,HP,38,https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix.png,https://pokemondb.net/pokedex/vulpix,2024-09-01 23:45:28
P1049,37,Vulpix (Alolan Vulpix),Ice,HP,38,https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix-alolan.png,https://pokemondb.net/pokedex/vulpix,2024-09-01 23:45:28
P1050,38,Ninetales,Fire,HP,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales.png,https://pokemondb.net/pokedex/ninetales,2024-09-01 23:45:28
P1051,38,Ninetales (Alolan Ninetales),Ice,HP,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales-alolan.png,https://pokemondb.net/pokedex/ninetales,2024-09-01 23:45:28
P1051,38,Ninetales (Alolan Ninetales),Fairy,HP,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales-alolan.png,https://pokemondb.net/pokedex/ninetales,2024-09-01 23:45:28
P1052,39,Jigglypuff,Normal,HP,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/jigglypuff.png,https://pokemondb.net/pokedex/jigglypuff,2024-09-01 23:45:28
P1052,39,Jigglypuff,Fairy,HP,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/jigglypuff.png,https://pokemondb.net/pokedex/jigglypuff,2024-09-01 23:45:28
P1053,40,Wigglytuff,Normal,HP,140,https://img.pokemondb.net/sprites/scarlet-violet/icon/wigglytuff.png,https://pokemondb.net/pokedex/wigglytuff,2024-09-01 23:45:28
P1053,40,Wigglytuff,Fairy,HP,140,https://img.pokemondb.net/sprites/scarlet-violet/icon/wigglytuff.png,https://pokemondb.net/pokedex/wigglytuff,2024-09-01 23:45:28
P1054,41,Zubat,Poison,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/zubat.png,https://pokemondb.net/pokedex/zubat,2024-09-01 23:45:28
P1054,41,Zubat,Flying,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/zubat.png,https://pokemondb.net/pokedex/zubat,2024-09-01 23:45:28
P1055,42,Golbat,Poison,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/golbat.png,https://pokemondb.net/pokedex/golbat,2024-09-01 23:45:28
P1055,42,Golbat,Flying,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/golbat.png,https://pokemondb.net/pokedex/golbat,2024-09-01 23:45:28
P1056,43,Oddish,Grass,HP,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/oddish.png,https://pokemondb.net/pokedex/oddish,2024-09-01 23:45:28
P1056,43,Oddish,Poison,HP,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/oddish.png,https://pokemondb.net/pokedex/oddish,2024-09-01 23:45:28
P1057,44,Gloom,Grass,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/gloom.png,https://pokemondb.net/pokedex/gloom,2024-09-01 23:45:28
P1057,44,Gloom,Poison,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/gloom.png,https://pokemondb.net/pokedex/gloom,2024-09-01 23:45:28
P1058,45,Vileplume,Grass,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/vileplume.png,https://pokemondb.net/pokedex/vileplume,2024-09-01 23:45:28
P1058,45,Vileplume,Poison,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/vileplume.png,https://pokemondb.net/pokedex/vileplume,2024-09-01 23:45:28
P1059,46,Paras,Bug,HP,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/paras.png,https://pokemondb.net/pokedex/paras,2024-09-01 23:45:28
P1059,46,Paras,Grass,HP,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/paras.png,https://pokemondb.net/pokedex/paras,2024-09-01 23:45:28
P1060,47,Parasect,Bug,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/parasect.png,https://pokemondb.net/pokedex/parasect,2024-09-01 23:45:28
P1060,47,Parasect,Grass,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/parasect.png,https://pokemondb.net/pokedex/parasect,2024-09-01 23:45:28
P1061,48,Venonat,Bug,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/venonat.png,https://pokemondb.net/pokedex/venonat,2024-09-01 23:45:28
P1061,48,Venonat,Poison,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/venonat.png,https://pokemondb.net/pokedex/venonat,2024-09-01 23:45:28
P1062,49,Venomoth,Bug,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/venomoth.png,https://pokemondb.net/pokedex/venomoth,2024-09-01 23:45:28
P1062,49,Venomoth,Poison,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/venomoth.png,https://pokemondb.net/pokedex/venomoth,2024-09-01 23:45:28
P1063,50,Diglett,Ground,HP,10,https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett.png,https://pokemondb.net/pokedex/diglett,2024-09-01 23:45:28
P1064,50,Diglett (Alolan Diglett),Ground,HP,10,https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett-alolan.png,https://pokemondb.net/pokedex/diglett,2024-09-01 23:45:28
P1064,50,Diglett (Alolan Diglett),Steel,HP,10,https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett-alolan.png,https://pokemondb.net/pokedex/diglett,2024-09-01 23:45:28
P1065,51,Dugtrio,Ground,HP,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio.png,https://pokemondb.net/pokedex/dugtrio,2024-09-01 23:45:28
P1066,51,Dugtrio (Alolan Dugtrio),Ground,HP,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio-alolan.png,https://pokemondb.net/pokedex/dugtrio,2024-09-01 23:45:28
P1066,51,Dugtrio (Alolan Dugtrio),Steel,HP,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio-alolan.png,https://pokemondb.net/pokedex/dugtrio,2024-09-01 23:45:28
P1067,52,Meowth,Normal,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth.png,https://pokemondb.net/pokedex/meowth,2024-09-01 23:45:28
P1068,52,Meowth (Alolan Meowth),Dark,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth-alolan.png,https://pokemondb.net/pokedex/meowth,2024-09-01 23:45:28
P1069,52,Meowth (Galarian Meowth),Steel,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth-galarian.png,https://pokemondb.net/pokedex/meowth,2024-09-01 23:45:28
P1070,53,Persian,Normal,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/persian.png,https://pokemondb.net/pokedex/persian,2024-09-01 23:45:28
P1071,53,Persian (Alolan Persian),Dark,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/persian-alolan.png,https://pokemondb.net/pokedex/persian,2024-09-01 23:45:28
P1072,54,Psyduck,Water,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/psyduck.png,https://pokemondb.net/pokedex/psyduck,2024-09-01 23:45:28
P1073,55,Golduck,Water,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/golduck.png,https://pokemondb.net/pokedex/golduck,2024-09-01 23:45:28
P1074,56,Mankey,Fighting,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/mankey.png,https://pokemondb.net/pokedex/mankey,2024-09-01 23:45:28
P1075,57,Primeape,Fighting,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/primeape.png,https://pokemondb.net/pokedex/primeape,2024-09-01 23:45:28
P1076,58,Growlithe,Fire,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe.png,https://pokemondb.net/pokedex/growlithe,2024-09-01 23:45:28
P1077,58,Growlithe (Hisuian Growlithe),Fire,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe-hisuian.png,https://pokemondb.net/pokedex/growlithe,2024-09-01 23:45:28
P1077,58,Growlithe (Hisuian Growlithe),Rock,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe-hisuian.png,https://pokemondb.net/pokedex/growlithe,2024-09-01 23:45:28
P1078,59,Arcanine,Fire,HP,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine.png,https://pokemondb.net/pokedex/arcanine,2024-09-01 23:45:28
P1079,59,Arcanine (Hisuian Arcanine),Fire,HP,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine-hisuian.png,https://pokemondb.net/pokedex/arcanine,2024-09-01 23:45:28
P1079,59,Arcanine (Hisuian Arcanine),Rock,HP,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine-hisuian.png,https://pokemondb.net/pokedex/arcanine,2024-09-01 23:45:28
P1080,60,Poliwag,Water,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwag.png,https://pokemondb.net/pokedex/poliwag,2024-09-01 23:45:28
P1081,61,Poliwhirl,Water,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwhirl.png,https://pokemondb.net/pokedex/poliwhirl,2024-09-01 23:45:28
P1082,62,Poliwrath,Water,HP,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwrath.png,https://pokemondb.net/pokedex/poliwrath,2024-09-01 23:45:28
P1082,62,Poliwrath,Fighting,HP,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwrath.png,https://pokemondb.net/pokedex/poliwrath,2024-09-01 23:45:28
P1083,63,Abra,Psychic,HP,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/abra.png,https://pokemondb.net/pokedex/abra,2024-09-01 23:45:28
P1084,64,Kadabra,Psychic,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/kadabra.png,https://pokemondb.net/pokedex/kadabra,2024-09-01 23:45:28
P1085,65,Alakazam,Psychic,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/alakazam.png,https://pokemondb.net/pokedex/alakazam,2024-09-01 23:45:28
P1086,65,Alakazam (Mega Alakazam),Psychic,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/alakazam-mega.png,https://pokemondb.net/pokedex/alakazam,2024-09-01 23:45:28
P1087,66,Machop,Fighting,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/machop.png,https://pokemondb.net/pokedex/machop,2024-09-01 23:45:28
P1088,67,Machoke,Fighting,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/machoke.png,https://pokemondb.net/pokedex/machoke,2024-09-01 23:45:28
P1089,68,Machamp,Fighting,HP,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/machamp.png,https://pokemondb.net/pokedex/machamp,2024-09-01 23:45:28
P1090,69,Bellsprout,Grass,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellsprout.png,https://pokemondb.net/pokedex/bellsprout,2024-09-01 23:45:28
P1090,69,Bellsprout,Poison,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellsprout.png,https://pokemondb.net/pokedex/bellsprout,2024-09-01 23:45:28
P1091,70,Weepinbell,Grass,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/weepinbell.png,https://pokemondb.net/pokedex/weepinbell,2024-09-01 23:45:28
P1091,70,Weepinbell,Poison,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/weepinbell.png,https://pokemondb.net/pokedex/weepinbell,2024-09-01 23:45:28
P1092,71,Victreebel,Grass,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/victreebel.png,https://pokemondb.net/pokedex/victreebel,2024-09-01 23:45:28
P1092,71,Victreebel,Poison,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/victreebel.png,https://pokemondb.net/pokedex/victreebel,2024-09-01 23:45:28
P1093,72,Tentacool,Water,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacool.png,https://pokemondb.net/pokedex/tentacool,2024-09-01 23:45:28
P1093,72,Tentacool,Poison,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacool.png,https://pokemondb.net/pokedex/tentacool,2024-09-01 23:45:28
P1094,73,Tentacruel,Water,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacruel.png,https://pokemondb.net/pokedex/tentacruel,2024-09-01 23:45:28
P1094,73,Tentacruel,Poison,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacruel.png,https://pokemondb.net/pokedex/tentacruel,2024-09-01 23:45:28
P1095,74,Geodude,Rock,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude.png,https://pokemondb.net/pokedex/geodude,2024-09-01 23:45:28
P1095,74,Geodude,Ground,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude.png,https://pokemondb.net/pokedex/geodude,2024-09-01 23:45:28
P1096,74,Geodude (Alolan Geodude),Rock,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude-alolan.png,https://pokemondb.net/pokedex/geodude,2024-09-01 23:45:28
P1096,74,Geodude (Alolan Geodude),Electric,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude-alolan.png,https://pokemondb.net/pokedex/geodude,2024-09-01 23:45:28
P1097,75,Graveler,Rock,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler.png,https://pokemondb.net/pokedex/graveler,2024-09-01 23:45:28
P1097,75,Graveler,Ground,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler.png,https://pokemondb.net/pokedex/graveler,2024-09-01 23:45:28
P1098,75,Graveler (Alolan Graveler),Rock,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler-alolan.png,https://pokemondb.net/pokedex/graveler,2024-09-01 23:45:28
P1098,75,Graveler (Alolan Graveler),Electric,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler-alolan.png,https://pokemondb.net/pokedex/graveler,2024-09-01 23:45:28
P1099,76,Golem,Rock,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/golem.png,https://pokemondb.net/pokedex/golem,2024-09-01 23:45:28
P1099,76,Golem,Ground,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/golem.png,https://pokemondb.net/pokedex/golem,2024-09-01 23:45:28
